"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-975871","MyD88 cascade initiated on plasma membrane","8/274","95/11230",0.0842105263157895,3.45140222819823,3.79446961093995,0.00220363167585802,0.141620062368476,0.129125084164312,"DUSP6/MAP2K7/MAP2K6/RIPK2/MAPK14/CREB1/USP14/PPP2R1B",8
"R-HSA-877300","Interferon gamma signaling","8/274","96/11230",0.0833333333333333,3.4154501216545,3.75861543106085,0.00235436286253739,0.141850362467878,0.129335065145968,"HLA-G/HLA-C/SP100/OASL/MID1/ICAM1/HLA-DQA1/NCAM1",8
"R-HSA-975138","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation","8/274","101/11230",0.0792079207920792,3.24636843246368,3.58619097855618,0.00323335928167312,0.172601455556767,0.157373024011684,"DUSP6/MAP2K7/MAP2K6/RIPK2/MAPK14/CREB1/USP14/PPP2R1B",8
"R-HSA-9824585","Regulation of MITF-M-dependent genes involved in pigmentation","5/274","42/11230",0.119047619047619,4.87921445950643,3.98301568634985,0.00338907388088312,0.172601455556767,0.157373024011684,"BCL7A/MAPK14/MYO5A/MLANA/CREB1",5
"R-HSA-975155","MyD88 dependent cascade initiated on endosome","8/274","102/11230",0.0784313725490196,3.21454129096894,3.55299928594531,0.00343628278112309,0.172601455556767,0.157373024011684,"DUSP6/MAP2K7/MAP2K6/RIPK2/MAPK14/CREB1/USP14/PPP2R1B",8
"R-HSA-198725","Nuclear Events (kinase and transcription factor activation)","6/274","61/11230",0.0983606557377049,4.03135096326433,3.75416886456797,0.00360335337639761,0.172601455556767,0.157373024011684,"DUSP6/EGR4/ID3/MAPK14/CREB1/PPP2R1B",6
"R-HSA-5675221","Negative regulation of MAPK pathway","5/274","43/11230",0.116279069767442,4.76574435579698,3.91244326767375,0.0037599902144109,0.172601455556767,0.157373024011684,"DUSP6/BRAP/PPP2R5C/DUSP1/PPP2R1B",5
"R-HSA-168164","Toll Like Receptor 3 (TLR3) Cascade","8/274","105/11230",0.0761904761904762,3.12269725408412,3.45583109758841,0.00410475413714268,0.174665369216116,0.159254840899166,"DUSP6/MAP2K7/MAP2K6/RIPK2/MAPK14/CREB1/USP14/PPP2R1B",8
"R-HSA-8956320","Nucleotide biosynthesis","3/274","14/11230",0.214285714285714,8.78258602711157,4.60774841124589,0.00428350692034099,0.174665369216116,0.159254840899166,"DHODH/PAICS/PFAS",3
"R-HSA-168181","Toll Like Receptor 7/8 (TLR7/8) Cascade","8/274","106/11230",0.0754716981132075,3.09323784602672,3.42421346978683,0.00434851541616885,0.174665369216116,0.159254840899166,"DUSP6/MAP2K7/MAP2K6/RIPK2/MAPK14/CREB1/USP14/PPP2R1B",8
"R-HSA-168138","Toll Like Receptor 9 (TLR9) Cascade","8/274","109/11230",0.073394495412844,3.00810285943883,3.33155581578953,0.00514704731721257,0.182596036892211,0.166485794720458,"DUSP6/MAP2K7/MAP2K6/RIPK2/MAPK14/CREB1/USP14/PPP2R1B",8
"R-HSA-9706369","Negative regulation of FLT3","3/274","15/11230",0.2,8.1970802919708,4.41084857744397,0.00525871362955387,0.182596036892211,0.166485794720458,"FLT3LG/SLA/FLT3",3
"R-HSA-166166","MyD88-independent TLR4 cascade","8/274","110/11230",0.0727272727272727,2.98075646980756,3.30137488156416,0.00543671334569482,0.182596036892211,0.166485794720458,"DUSP6/MAP2K7/MAP2K6/RIPK2/MAPK14/CREB1/USP14/PPP2R1B",8
"R-HSA-937061","TRIF (TICAM1)-mediated TLR4 signaling","8/274","110/11230",0.0727272727272727,2.98075646980756,3.30137488156416,0.00543671334569482,0.182596036892211,0.166485794720458,"DUSP6/MAP2K7/MAP2K6/RIPK2/MAPK14/CREB1/USP14/PPP2R1B",8
"R-HSA-525793","Myogenesis","4/274","30/11230",0.133333333333333,5.4647201946472,3.87227037205768,0.00576442344423797,0.182596036892211,0.166485794720458,"TCF3/MAP2K6/CTNNA1/MAPK14",4
"R-HSA-2219528","PI3K/AKT Signaling in Cancer","8/274","112/11230",0.0714285714285714,2.92752867570386,3.24202481552823,0.00605323143747692,0.182596036892211,0.166485794720458,"FLT3LG/MTOR/IRS2/FLT3/PTEN/NR4A1/CREB1/FGFR3",8
"R-HSA-112399","IRS-mediated signalling","5/274","48/11230",0.104166666666667,4.26931265206813,3.58952630605297,0.00606049272145103,0.182596036892211,0.166485794720458,"FLT3LG/IRS2/FLT3/SOS1/FGFR3",5
"R-HSA-2871809","FCERI mediated Ca+2 mobilization","4/274","31/11230",0.129032258064516,5.28843889804568,3.78103120591855,0.00649368599675523,0.182596036892211,0.166485794720458,"AHCYL1/VAV3/PLCG1/SOS1",4
"R-HSA-450282","MAPK targets/ Nuclear events mediated by MAP kinases","4/274","31/11230",0.129032258064516,5.28843889804568,3.78103120591855,0.00649368599675523,0.182596036892211,0.166485794720458,"DUSP6/MAPK14/CREB1/PPP2R1B",4
"R-HSA-9658195","Leishmania infection","10/274","163/11230",0.0613496932515337,2.51444180735301,3.08000376885071,0.00662952416102424,0.182596036892211,0.166485794720458,"CD163/AHCYL1/IL1A/MAPK14/VAV3/ADORA2B/PLCG1/MYO10/MYO5A/CREB1",10
"R-HSA-9824443","Parasitic Infection Pathways","10/274","163/11230",0.0613496932515337,2.51444180735301,3.08000376885071,0.00662952416102424,0.182596036892211,0.166485794720458,"CD163/AHCYL1/IL1A/MAPK14/VAV3/ADORA2B/PLCG1/MYO10/MYO5A/CREB1",10
"R-HSA-2871796","FCERI mediated MAPK activation","4/274","32/11230",0.125,5.12317518248175,3.69365522869705,0.00728161803000531,0.184791818077206,0.168487844610687,"MAP2K7/VAV3/PLCG1/SOS1",4
"R-HSA-983695","Antigen activates B Cell Receptor (BCR) leading to generation of second messengers","4/274","32/11230",0.125,5.12317518248175,3.69365522869705,0.00728161803000531,0.184791818077206,0.168487844610687,"AHCYL1/TRPC1/CD22/SOS1",4
"R-HSA-432142","Platelet sensitization by LDL","3/274","17/11230",0.176470588235294,7.23271790468012,4.06687506615991,0.00758134751504616,0.184791818077206,0.168487844610687,"MAPK14/PPP2R5C/PPP2R1B",3
"R-HSA-5676594","TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway","3/274","17/11230",0.176470588235294,7.23271790468012,4.06687506615991,0.00758134751504616,0.184791818077206,0.168487844610687,"LTB/CD40/LTA",3
"R-HSA-9006925","Intracellular signaling by second messengers","15/274","304/11230",0.0493421052631579,2.0223059930849,2.85763601722336,0.00766771029366001,0.184791818077206,0.168487844610687,"FLT3LG/AHCYL1/MTOR/PPP2R5C/IRS2/FLT3/MBD3/PTEN/PLCG1/NR4A1/CREB1/PPP2R1B/MECOM/FGFR3/PRKCE",15
"R-HSA-193704","p75 NTR receptor-mediated signalling","7/274","94/11230",0.074468085106383,3.05210436403168,3.15950153104707,0.00802655598902101,0.188721950571128,0.172071225952055,"SOS2/MCF2L/CASP2/RIPK2/VAV3/AKAP13/SOS1",7
"R-HSA-2428928","IRS-related events triggered by IGF1R","5/274","52/11230",0.0961538461538462,3.94090398652442,3.36140061951563,0.00850303394978602,0.192931673719,0.175909529979652,"FLT3LG/IRS2/FLT3/SOS1/FGFR3",5
"R-HSA-204998","Cell death signalling via NRAGE, NRIF and NADE","6/274","73/11230",0.0821917808219178,3.36866313368663,3.21078203778432,0.00867427219084404,0.192931673719,0.175909529979652,"SOS2/MCF2L/CASP2/VAV3/AKAP13/SOS1",6
"R-HSA-168898","Toll-like Receptor Cascades","10/274","170/11230",0.0588235294117647,2.41090596822671,2.93133044274154,0.00881362815272005,0.192931673719,0.175909529979652,"DUSP6/IRAK3/MAP2K7/MAP2K6/RIPK2/MAPK14/CTSB/CREB1/USP14/PPP2R1B",10
"R-HSA-166016","Toll Like Receptor 4 (TLR4) Cascade","9/274","145/11230",0.0620689655172414,2.54392146992197,2.9591104080175,0.00910331386826817,0.192931673719,0.175909529979652,"DUSP6/IRAK3/MAP2K7/MAP2K6/RIPK2/MAPK14/CREB1/USP14/PPP2R1B",9
"R-HSA-2428924","IGF1R signaling cascade","5/274","53/11230",0.0943396226415094,3.8665473075334,3.30791417680057,0.0092062831857614,0.192931673719,0.175909529979652,"FLT3LG/IRS2/FLT3/SOS1/FGFR3",5
"R-HSA-2404192","Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)","5/274","54/11230",0.0925925925925926,3.79494457961611,3.25571735555689,0.00994863356874365,0.199801724172268,0.182173443638179,"FLT3LG/IRS2/FLT3/SOS1/FGFR3",5
"R-HSA-74751","Insulin receptor signalling cascade","5/274","54/11230",0.0925925925925926,3.79494457961611,3.25571735555689,0.00994863356874365,0.199801724172268,0.182173443638179,"FLT3LG/IRS2/FLT3/SOS1/FGFR3",5
"R-HSA-8978868","Fatty acid metabolism","10/274","175/11230",0.0571428571428571,2.34202294056309,2.82956321659458,0.0106845569509871,0.21020230409697,0.191656392139081,"ACSBG1/CYP1B1/SLC25A20/ACACA/PCTP/SLC27A2/ELOVL4/HADHB/ACOT9/HADH",10
"R-HSA-168643","Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways","5/274","56/11230",0.0892857142857143,3.65941084462982,3.15496776216693,0.0115545717172911,0.217151916780149,0.197992848341804,"CASP2/TNFAIP3/MAP2K6/RIPK2/MAPK14",5
"R-HSA-9662851","Anti-inflammatory response favouring Leishmania parasite infection","6/274","78/11230",0.0769230769230769,3.15272318921954,3.01702508124729,0.0118388364755605,0.217151916780149,0.197992848341804,"CD163/AHCYL1/MAPK14/ADORA2B/PLCG1/CREB1",6
"R-HSA-9664433","Leishmania parasite growth and survival","6/274","78/11230",0.0769230769230769,3.15272318921954,3.01702508124729,0.0118388364755605,0.217151916780149,0.197992848341804,"CD163/AHCYL1/MAPK14/ADORA2B/PLCG1/CREB1",6
"R-HSA-75105","Fatty acyl-CoA biosynthesis","4/274","37/11230",0.108108108108108,4.43085421187611,3.30559531682298,0.0121641115208797,0.217151916780149,0.197992848341804,"ACSBG1/ACACA/SLC27A2/ELOVL4",4
"R-HSA-77289","Mitochondrial Fatty Acid Beta-Oxidation","4/274","37/11230",0.108108108108108,4.43085421187611,3.30559531682298,0.0121641115208797,0.217151916780149,0.197992848341804,"PCTP/HADHB/ACOT9/HADH",4
"R-HSA-193648","NRAGE signals death through JNK","5/274","57/11230",0.087719298245614,3.59521065437316,3.10631114221024,0.0124200651436407,0.217689869063085,0.198483337702201,"SOS2/MCF2L/VAV3/AKAP13/SOS1",5
"R-HSA-9607240","FLT3 Signaling","4/274","38/11230",0.105263157894737,4.31425278524779,3.23625987050557,0.013340544093792,0.229647937614563,0.209386359366849,"FLT3LG/SLA/FLT3/SOS1",4
"R-HSA-198933","Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell","8/274","130/11230",0.0615384615384615,2.52217855137563,2.76054985876122,0.0142512656676203,0.240209970671759,0.219016516172657,"CD40/HLA-G/HLA-C/CD1D/CD96/CD22/ICAM1/LILRA5",8
"R-HSA-74752","Signaling by Insulin receptor","6/274","82/11230",0.0731707317073171,2.99893181413566,2.87293788805539,0.0148978325960836,0.240209970671759,0.219016516172657,"FLT3LG/ATP6V0E2/IRS2/FLT3/SOS1/FGFR3",6
"R-HSA-5668914","Diseases of metabolism","13/274","270/11230",0.0481481481481481,1.97337118140038,2.56020593187148,0.0152102505177376,0.240209970671759,0.219016516172657,"CYP1B1/ACACA/SFTPB/VCAN/PRELP/MCCC2/ALG8/LARGE1/HEXB/SPON1/ADAMTS2/B4GAT1/ASS1",13
"R-HSA-73887","Death Receptor Signaling","8/274","132/11230",0.0606060606060606,2.48396372483964,2.71211250241025,0.0155051845805336,0.240209970671759,0.219016516172657,"SOS2/MCF2L/CASP2/TNFAIP3/RIPK2/VAV3/AKAP13/SOS1",8
"R-HSA-449147","Signaling by Interleukins","19/274","454/11230",0.0418502202643172,1.71524807871636,2.46022963472806,0.0155453599685024,0.240209970671759,0.219016516172657,"DUSP6/CEBPD/IL18R1/IRAK3/IL1RN/SOS2/MAP2K7/MAP2K6/RIPK2/TXLNA/IL1A/MAPK14/IRS2/ICAM1/IL18RAP/SOS1/CREB1/USP14/PPP2R1B",19
"R-HSA-198753","ERK/MAPK targets","3/274","22/11230",0.136363636363636,5.58891838088918,3.40704149655532,0.015698369452615,0.240209970671759,0.219016516172657,"DUSP6/MAPK14/PPP2R1B",3
"R-HSA-5655332","Signaling by FGFR3 in disease","3/274","22/11230",0.136363636363636,5.58891838088918,3.40704149655532,0.015698369452615,0.240209970671759,0.219016516172657,"PLCG1/SOS1/FGFR3",3
"R-HSA-450302","activated TAK1 mediates p38 MAPK activation","3/274","23/11230",0.130434782608696,5.34592192954618,3.29929358745933,0.0177337932980784,0.267115261552306,0.243547983616702,"MAP2K6/RIPK2/MAPK14",3
"R-HSA-2029480","Fcgamma receptor (FCGR) dependent phagocytosis","6/274","86/11230",0.0697674418604651,2.85944661347819,2.73736177442685,0.0184670738738091,0.270856844330594,0.246959450770961,"AHCYL1/VAV3/PLCG1/MYO10/MYO5A/PRKCE",6
"R-HSA-375165","NCAM signaling for neurite out-growth","5/274","63/11230",0.0793650793650794,3.25280963967095,2.83560884909527,0.0185441407944183,0.270856844330594,0.246959450770961,"COL6A1/COL4A1/SOS1/NCAM1/CREB1",5
"R-HSA-1489509","DAG and IP3 signaling","4/274","43/11230",0.0930232558139535,3.81259548463758,2.9221633836137,0.0202970818351725,0.281905277455626,0.257033093115798,"AHCYL1/PLCG1/CREB1/PRKCE",4
"R-HSA-418346","Platelet homeostasis","6/274","88/11230",0.0681818181818182,2.79445919044459,2.67247195013342,0.0204541324207907,0.281905277455626,0.257033093115798,"PDE5A/KCNMB4/MAPK14/PPP2R5C/ATP2A2/PPP2R1B",6
"R-HSA-446652","Interleukin-1 family signaling","8/274","139/11230",0.0575539568345324,2.35887202646642,2.54929689158396,0.0205255038260527,0.281905277455626,0.257033093115798,"IL18R1/IRAK3/IL1RN/MAP2K6/RIPK2/IL1A/IL18RAP/USP14",8
"R-HSA-1474290","Collagen formation","6/274","89/11230",0.0674157303370786,2.76306077257443,2.64070573965794,0.0215000844899544,0.281905277455626,0.257033093115798,"COL6A1/COL4A1/PLOD1/CTSB/ADAMTS2/COL16A1",6
"R-HSA-109704","PI3K Cascade","4/274","44/11230",0.0909090909090909,3.72594558725946,2.86500856009541,0.0219108784671904,0.281905277455626,0.257033093115798,"FLT3LG/IRS2/FLT3/FGFR3",4
"R-HSA-2172127","DAP12 interactions","4/274","44/11230",0.0909090909090909,3.72594558725946,2.86500856009541,0.0219108784671904,0.281905277455626,0.257033093115798,"HLA-C/VAV3/PLCG1/SOS1",4
"R-HSA-2029485","Role of phospholipids in phagocytosis","3/274","25/11230",0.12,4.91824817518248,3.10152884409566,0.0222248973927672,0.281905277455626,0.257033093115798,"AHCYL1/PLCG1/PRKCE",3
"R-HSA-5654708","Downstream signaling of activated FGFR3","3/274","25/11230",0.12,4.91824817518248,3.10152884409566,0.0222248973927672,0.281905277455626,0.257033093115798,"PLCG1/SOS1/FGFR3",3
"R-HSA-5674400","Constitutive Signaling by AKT1 E17K in Cancer","3/274","25/11230",0.12,4.91824817518248,3.10152884409566,0.0222248973927672,0.281905277455626,0.257033093115798,"MTOR/NR4A1/CREB1",3
"R-HSA-9006335","Signaling by Erythropoietin","3/274","25/11230",0.12,4.91824817518248,3.10152884409566,0.0222248973927672,0.281905277455626,0.257033093115798,"IRS2/PLCG1/SOS1",3
"R-HSA-74749","Signal attenuation","2/274","10/11230",0.2,8.1970802919708,3.60064023253929,0.0234549683020658,0.291319406019749,0.265616623745895,"IRS2/SOS1",2
"R-HSA-1650814","Collagen biosynthesis and modifying enzymes","5/274","67/11230",0.0746268656716418,3.05861204924284,2.67264489826693,0.0235714872090668,0.291319406019749,0.265616623745895,"COL6A1/COL4A1/PLOD1/ADAMTS2/COL16A1",5
"R-HSA-2173782","Binding and Uptake of Ligands by Scavenger Receptors","4/274","46/11230",0.0869565217391304,3.56394795303078,2.75555670237472,0.0253680393397315,0.306372598411841,0.279341689969303,"CD163/MSR1/HBA2/COL4A1",4
"R-HSA-3781865","Diseases of glycosylation","8/274","145/11230",0.0551724137931034,2.26126352881953,2.41736261078834,0.0256689871423545,0.306372598411841,0.279341689969303,"VCAN/PRELP/ALG8/LARGE1/HEXB/SPON1/ADAMTS2/B4GAT1",8
"R-HSA-1257604","PIP3 activates AKT signaling","12/274","262/11230",0.0458015267175573,1.87719395999331,2.27196882536289,0.0271607700322486,0.306372598411841,0.279341689969303,"FLT3LG/MTOR/PPP2R5C/IRS2/FLT3/MBD3/PTEN/NR4A1/CREB1/PPP2R1B/MECOM/FGFR3",12
"R-HSA-3295583","TRP channels","3/274","27/11230",0.111111111111111,4.55393349553933,2.92377414467992,0.0272776770032942,0.306372598411841,0.279341689969303,"TRPC1/TRPC4/TRPC5",3
"R-HSA-1236977","Endosomal/Vacuolar pathway","2/274","11/11230",0.181818181818182,7.45189117451891,3.38552568133282,0.0282116529543035,0.306372598411841,0.279341689969303,"HLA-G/HLA-C",2
"R-HSA-196780","Biotin transport and metabolism","2/274","11/11230",0.181818181818182,7.45189117451891,3.38552568133282,0.0282116529543035,0.306372598411841,0.279341689969303,"ACACA/MCCC2",2
"R-HSA-5625970","RHO GTPases activate KTN1","2/274","11/11230",0.181818181818182,7.45189117451891,3.38552568133282,0.0282116529543035,0.306372598411841,0.279341689969303,"KIF5B/KLC2",2
"R-HSA-5655291","Signaling by FGFR4 in disease","2/274","11/11230",0.181818181818182,7.45189117451891,3.38552568133282,0.0282116529543035,0.306372598411841,0.279341689969303,"PLCG1/SOS1",2
"R-HSA-73817","Purine ribonucleoside monophosphate biosynthesis","2/274","11/11230",0.181818181818182,7.45189117451891,3.38552568133282,0.0282116529543035,0.306372598411841,0.279341689969303,"PAICS/PFAS",2
"R-HSA-77286","mitochondrial fatty acid beta-oxidation of saturated fatty acids","2/274","11/11230",0.181818181818182,7.45189117451891,3.38552568133282,0.0282116529543035,0.306372598411841,0.279341689969303,"HADHB/HADH",2
"R-HSA-5663202","Diseases of signal transduction by growth factor receptors and second messengers","18/274","452/11230",0.0398230088495575,1.63216200503843,2.16944342040355,0.0283048680714251,0.306372598411841,0.279341689969303,"DUSP6/FLT3LG/KIF5B/NPM1/MTOR/BRAP/PPP2R5C/IRS2/FLT3/PTEN/ZFYVE9/PLCG1/SOS1/NR4A1/CREB1/PPP2R1B/FGFR3/ALK",18
"R-HSA-199418","Negative regulation of the PI3K/AKT network","7/274","121/11230",0.0578512396694215,2.37105628280147,2.3978957367475,0.0286032508890723,0.306372598411841,0.279341689969303,"FLT3LG/PPP2R5C/IRS2/FLT3/PTEN/PPP2R1B/FGFR3",7
"R-HSA-9707616","Heme signaling","4/274","48/11230",0.0833333333333333,3.4154501216545,2.65203199429487,0.0291357066736799,0.308200543611501,0.28100835762787,"NPAS2/NR1D1/HBA2/CREB1",4
"R-HSA-1855204","Synthesis of IP3 and IP4 in the cytosol","3/274","28/11230",0.107142857142857,4.39129301355579,2.84129519727436,0.0300141176780403,0.308200543611501,0.28100835762787,"INPP5B/PTEN/PLCG1",3
"R-HSA-9682385","FLT3 signaling in disease","3/274","28/11230",0.107142857142857,4.39129301355579,2.84129519727436,0.0300141176780403,0.308200543611501,0.28100835762787,"FLT3LG/FLT3/SOS1",3
"R-HSA-5673001","RAF/MAP kinase cascade","12/274","266/11230",0.0451127819548872,1.84896547939191,2.21598158349902,0.0300527501031962,0.308200543611501,0.28100835762787,"DUSP6/FLT3LG/PDE6D/BRAP/PPP2R5C/IRS2/DUSP1/FLT3/SOS1/NCAM1/PPP2R1B/FGFR3",12
"R-HSA-4420097","VEGFA-VEGFR2 Pathway","6/274","98/11230",0.0612244897959184,2.50931029346045,2.37314778087555,0.0325687117243843,0.311870358229927,0.28435438864598,"AHCYL1/MTOR/CTNNA1/MAPK14/VAV3/PLCG1",6
"R-HSA-2424491","DAP12 signaling","3/274","29/11230",0.103448275862069,4.23986911653662,2.76259916942467,0.0328897611910057,0.311870358229927,0.28435438864598,"VAV3/PLCG1/SOS1",3
"R-HSA-5218920","VEGFR2 mediated vascular permeability","3/274","29/11230",0.103448275862069,4.23986911653662,2.76259916942467,0.0328897611910057,0.311870358229927,0.28435438864598,"MTOR/CTNNA1/VAV3",3
"R-HSA-4641265","Repression of WNT target genes","2/274","12/11230",0.166666666666667,6.830900243309,3.19586427626649,0.0333171498414459,0.311870358229927,0.28435438864598,"TCF7/TLE4",2
"R-HSA-5210891","Uptake and function of anthrax toxins","2/274","12/11230",0.166666666666667,6.830900243309,3.19586427626649,0.0333171498414459,0.311870358229927,0.28435438864598,"MAP2K7/MAP2K6",2
"R-HSA-9700645","ALK mutants bind TKIs","2/274","12/11230",0.166666666666667,6.830900243309,3.19586427626649,0.0333171498414459,0.311870358229927,0.28435438864598,"NPM1/ALK",2
"R-HSA-9842663","Signaling by LTK","2/274","12/11230",0.166666666666667,6.830900243309,3.19586427626649,0.0333171498414459,0.311870358229927,0.28435438864598,"SOS1/LTK",2
"R-HSA-9939291","Matriglycan biosynthesis on DAG1","2/274","12/11230",0.166666666666667,6.830900243309,3.19586427626649,0.0333171498414459,0.311870358229927,0.28435438864598,"LARGE1/B4GAT1",2
"R-HSA-196849","Metabolism of water-soluble vitamins and cofactors","7/274","125/11230",0.056,2.29518248175182,2.30274844256649,0.0333222478191727,0.311870358229927,0.28435438864598,"CYB5A/ACACA/MCCC2/AASDHPPT/PRSS3/PPCS/PARP4",7
"R-HSA-5684996","MAPK1/MAPK3 signaling","12/274","272/11230",0.0441176470588235,1.80817947617003,2.13376423665584,0.0347989392603856,0.322559398528959,0.294100346988077,"DUSP6/FLT3LG/PDE6D/BRAP/PPP2R5C/IRS2/DUSP1/FLT3/SOS1/NCAM1/PPP2R1B/FGFR3",12
"R-HSA-6791226","Major pathway of rRNA processing in the nucleolus and cytosol","9/274","184/11230",0.0489130434782609,2.00472072357982,2.17305922482795,0.0364983152147984,0.333541739176247,0.304113728119858,"NOP14/RRP7A/ISG20L2/RPLP2/RPS21/PELP1/RPS28/EXOSC2/NOL9",9
"R-HSA-9020702","Interleukin-1 signaling","6/274","101/11230",0.0594059405940594,2.43477632434776,2.29053339437236,0.0369511564522649,0.333541739176247,0.304113728119858,"IRAK3/IL1RN/MAP2K6/RIPK2/IL1A/USP14",6
"R-HSA-5633007","Regulation of TP53 Activity","8/274","156/11230",0.0512820512820513,2.10181545947969,2.19148605644129,0.0373156667935979,0.333541739176247,0.304113728119858,"AURKA/MAP2K6/NUAK1/MTOR/MAPK14/PPP2R5C/MBD3/PPP2R1B",8
"R-HSA-9856651","MITF-M-dependent gene expression","6/274","102/11230",0.0588235294117647,2.41090596822671,2.26365067930258,0.0384918645033784,0.333541739176247,0.304113728119858,"BCL7A/MAPK14/TCF7/MYO5A/MLANA/CREB1",6
"R-HSA-113501","Inhibition of replication initiation of damaged DNA by RB1/E2F1","2/274","13/11230",0.153846153846154,6.30544637843908,3.02673958219937,0.0387517373316802,0.333541739176247,0.304113728119858,"PPP2R1B/TFDP1",2
"R-HSA-202670","ERKs are inactivated","2/274","13/11230",0.153846153846154,6.30544637843908,3.02673958219937,0.0387517373316802,0.333541739176247,0.304113728119858,"DUSP6/PPP2R1B",2
"R-HSA-2168880","Scavenging of heme from plasma","2/274","13/11230",0.153846153846154,6.30544637843908,3.02673958219937,0.0387517373316802,0.333541739176247,0.304113728119858,"CD163/HBA2",2
