"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-380994","ATF4 activates genes in response to endoplasmic reticulum  stress","2/274","27/11230",0.0740740740740741,3.03595566369289,1.67495383261711,0.1399848272944,0.613388061417278,0.559269525314946,"HERPUD1/EXOSC2",2
"R-HSA-5654716","Downstream signaling of activated FGFR4","2/274","27/11230",0.0740740740740741,3.03595566369289,1.67495383261711,0.1399848272944,0.613388061417278,0.559269525314946,"PLCG1/SOS1",2
"R-HSA-2454202","Fc epsilon receptor (FCERI) signaling","5/274","113/11230",0.0442477876106195,1.81351333893159,1.3744530450138,0.142353694173832,0.62094552571753,0.566160203072874,"MAP2K7/AHCYL1/VAV3/PLCG1/SOS1",5
"R-HSA-3700989","Transcriptional Regulation by TP53","12/274","348/11230",0.0344827586206897,1.41328970551221,1.23853892283174,0.144502085416863,0.62213132268682,0.567241378514408,"CASP2/NPM1/AURKA/MAP2K6/NUAK1/MTOR/MAPK14/PPP2R5C/MBD3/PTEN/PPP2R1B/TFDP1",12
"R-HSA-72202","Transport of Mature Transcript to Cytoplasm","4/274","83/11230",0.0481927710843374,1.97520007035441,1.41017684755184,0.144533872416213,0.62213132268682,0.567241378514408,"RBM8A/U2AF2/NUP50/SLBP",4
"R-HSA-6794361","Neurexins and neuroligins","3/274","54/11230",0.0555555555555556,2.27696674776967,1.48748666914668,0.144561635147145,0.62213132268682,0.567241378514408,"APBA2/DLGAP4/STXBP1",3
"R-HSA-5669034","TNFs bind their physiological receptors","2/274","28/11230",0.0714285714285714,2.92752867570386,1.6149232599467,0.148444112649504,0.635759959597666,0.57966757617826,"TNFRSF25/LTA",2
"R-HSA-216083","Integrin cell surface interactions","4/274","84/11230",0.0476190476190476,1.95168578380257,1.38450177259546,0.149047459407752,0.635759959597666,0.57966757617826,"COL6A1/COL4A1/ICAM1/COL16A1",4
"R-HSA-1474244","Extracellular matrix organization","11/274","318/11230",0.0345911949685535,1.41773401276225,1.19503611362005,0.155287280393438,0.643620911117704,0.58683496482123,"LTBP3/VCAN/COL6A1/SGCD/COL4A1/PLOD1/ICAM1/CTSB/ADAMTS2/NCAM1/COL16A1",11
"R-HSA-186763","Downstream signal transduction","2/274","29/11230",0.0689655172413793,2.82657941102441,1.55750327629854,0.157003694239022,0.643620911117704,0.58683496482123,"PLCG1/SOS1",2
"R-HSA-2022854","Keratan sulfate biosynthesis","2/274","29/11230",0.0689655172413793,2.82657941102441,1.55750327629854,0.157003694239022,0.643620911117704,0.58683496482123,"PRELP/B4GAT1",2
"R-HSA-5683826","Surfactant metabolism","2/274","29/11230",0.0689655172413793,2.82657941102441,1.55750327629854,0.157003694239022,0.643620911117704,0.58683496482123,"SFTPB/ADORA2B",2
"R-HSA-75067","Processing of Capped Intronless Pre-mRNA","2/274","29/11230",0.0689655172413793,2.82657941102441,1.55750327629854,0.157003694239022,0.643620911117704,0.58683496482123,"SLBP/PAPOLA",2
"R-HSA-983170","Antigen Presentation: Folding, assembly and peptide loading of class I MHC","2/274","29/11230",0.0689655172413793,2.82657941102441,1.55750327629854,0.157003694239022,0.643620911117704,0.58683496482123,"HLA-G/HLA-C",2
"R-HSA-9843743","Transcriptional regulation of brown and beige adipocyte differentiation","2/274","29/11230",0.0689655172413793,2.82657941102441,1.55750327629854,0.157003694239022,0.643620911117704,0.58683496482123,"SMAD1/MBD3",2
"R-HSA-9844594","Transcriptional regulation of brown and beige adipocyte differentiation by EBF2","2/274","29/11230",0.0689655172413793,2.82657941102441,1.55750327629854,0.157003694239022,0.643620911117704,0.58683496482123,"SMAD1/MBD3",2
"R-HSA-3108232","SUMO E3 ligases SUMOylate target proteins","7/274","182/11230",0.0384615384615385,1.57636159460977,1.2396774631903,0.157347751270876,0.643620911117704,0.58683496482123,"CBX5/SATB2/NPM1/SP100/AURKA/NUP50/NR4A2",7
"R-HSA-2219530","Constitutive Signaling by Aberrant PI3K in Cancer","4/274","86/11230",0.0465116279069767,1.90629774231879,1.33419522673589,0.158234601592216,0.643620911117704,0.58683496482123,"FLT3LG/IRS2/FLT3/FGFR3",4
"R-HSA-5668541","TNFR2 non-canonical NF-kB pathway","4/274","86/11230",0.0465116279069767,1.90629774231879,1.33419522673589,0.158234601592216,0.643620911117704,0.58683496482123,"LTB/TNFRSF25/CD40/LTA",4
"R-HSA-936837","Ion transport by P-type ATPases","3/274","57/11230",0.0526315789473684,2.1571263926239,1.38501073132398,0.162039459889194,0.656327896357913,0.59842082710074,"FXYD2/ATP2A2/ATP10A",3
"R-HSA-201556","Signaling by ALK","2/274","30/11230",0.0666666666666667,2.7323600973236,1.50248310894009,0.165653694712716,0.659876701252307,0.601656524946142,"PLCG1/ALK",2
"R-HSA-5339562","Uptake and actions of bacterial toxins","2/274","30/11230",0.0666666666666667,2.7323600973236,1.50248310894009,0.165653694712716,0.659876701252307,0.601656524946142,"MAP2K7/MAP2K6",2
"R-HSA-5654696","Downstream signaling of activated FGFR2","2/274","30/11230",0.0666666666666667,2.7323600973236,1.50248310894009,0.165653694712716,0.659876701252307,0.601656524946142,"PLCG1/SOS1",2
"R-HSA-6804758","Regulation of TP53 Activity through Acetylation","2/274","30/11230",0.0666666666666667,2.7323600973236,1.50248310894009,0.165653694712716,0.659876701252307,0.601656524946142,"MAP2K6/MBD3",2
"R-HSA-1660662","Glycosphingolipid metabolism","3/274","58/11230",0.0517241379310345,2.11993455826831,1.35226245393153,0.168001882226591,0.663745141255875,0.605183656855924,"SMPD1/HEXB/STS",3
"R-HSA-917937","Iron uptake and transport","3/274","58/11230",0.0517241379310345,2.11993455826831,1.35226245393153,0.168001882226591,0.663745141255875,0.605183656855924,"HFE/SLC11A2/ATP6V0E2",3
"R-HSA-9730414","MITF-M-regulated melanocyte development","6/274","153/11230",0.0392156862745098,1.60727064548447,1.19601530333412,0.171089030759294,0.66709050862629,0.608233866240393,"BCL7A/MAPK14/TCF7/MYO5A/MLANA/CREB1",6
"R-HSA-380108","Chemokine receptors bind chemokines","3/274","59/11230",0.0508474576271186,2.08400346406037,1.32017182699989,0.174027451926027,0.66709050862629,0.608233866240393,"CCR9/CCR4/CXCR5",3
"R-HSA-9664407","Parasite infection","3/274","59/11230",0.0508474576271186,2.08400346406037,1.32017182699989,0.174027451926027,0.66709050862629,0.608233866240393,"VAV3/MYO10/MYO5A",3
"R-HSA-9664417","Leishmania phagocytosis","3/274","59/11230",0.0508474576271186,2.08400346406037,1.32017182699989,0.174027451926027,0.66709050862629,0.608233866240393,"VAV3/MYO10/MYO5A",3
"R-HSA-9664422","FCGR3A-mediated phagocytosis","3/274","59/11230",0.0508474576271186,2.08400346406037,1.32017182699989,0.174027451926027,0.66709050862629,0.608233866240393,"VAV3/MYO10/MYO5A",3
"R-HSA-4641262","Disassembly of the destruction complex and recruitment of AXIN to the membrane","2/274","31/11230",0.0645161290322581,2.64421944902284,1.44967555652167,0.174384655781976,0.66709050862629,0.608233866240393,"PPP2R5C/PPP2R1B",2
"R-HSA-5654687","Downstream signaling of activated FGFR1","2/274","31/11230",0.0645161290322581,2.64421944902284,1.44967555652167,0.174384655781976,0.66709050862629,0.608233866240393,"PLCG1/SOS1",2
"R-HSA-917977","Transferrin endocytosis and recycling","2/274","31/11230",0.0645161290322581,2.64421944902284,1.44967555652167,0.174384655781976,0.66709050862629,0.608233866240393,"HFE/ATP6V0E2",2
"R-HSA-2990846","SUMOylation","7/274","188/11230",0.0372340425531915,1.52605218201584,1.15028032146897,0.176325862282892,0.66730490017401,0.60842934226392,"CBX5/SATB2/NPM1/SP100/AURKA/NUP50/NR4A2",7
"R-HSA-192823","Viral mRNA Translation","4/274","90/11230",0.0444444444444444,1.82157339821573,1.23749894854242,0.17720960004621,0.66730490017401,0.60842934226392,"GRSF1/RPLP2/RPS21/RPS28",4
"R-HSA-9700206","Signaling by ALK in cancer","4/274","90/11230",0.0444444444444444,1.82157339821573,1.23749894854242,0.17720960004621,0.66730490017401,0.60842934226392,"KIF5B/NPM1/PLCG1/ALK",4
"R-HSA-9725370","Signaling by ALK fusions and activated point mutants","4/274","90/11230",0.0444444444444444,1.82157339821573,1.23749894854242,0.17720960004621,0.66730490017401,0.60842934226392,"KIF5B/NPM1/PLCG1/ALK",4
"R-HSA-2022090","Assembly of collagen fibrils and other multimeric structures","3/274","60/11230",0.05,2.0492700729927,1.28871277997932,0.180113140392101,0.67559948380539,0.615992104146648,"COL6A1/COL4A1/CTSB",3
"R-HSA-381042","PERK regulates gene expression","2/274","32/11230",0.0625,2.56158759124088,1.39891368088404,0.183187523775303,0.681825378067151,0.621668694787149,"HERPUD1/EXOSC2",2
"R-HSA-8941326","RUNX2 regulates bone development","2/274","32/11230",0.0625,2.56158759124088,1.39891368088404,0.183187523775303,0.681825378067151,0.621668694787149,"SATB2/SMAD1",2
"R-HSA-2029482","Regulation of actin dynamics for phagocytic cup formation","3/274","61/11230",0.0491803278688525,2.01567548163216,1.25786070826404,0.186255941484165,0.685308120575323,0.624844158856076,"VAV3/MYO10/MYO5A",3
"R-HSA-8943724","Regulation of PTEN gene transcription","3/274","61/11230",0.0491803278688525,2.01567548163216,1.25786070826404,0.186255941484165,0.685308120575323,0.624844158856076,"MTOR/MBD3/MECOM",3
"R-HSA-983189","Kinesins","3/274","61/11230",0.0491803278688525,2.01567548163216,1.25786070826404,0.186255941484165,0.685308120575323,0.624844158856076,"KIF5B/KLC2/KIF1C",3
"R-HSA-176033","Interactions of Vpr with host cellular proteins","2/274","33/11230",0.0606060606060606,2.48396372483964,1.3500480510135,0.192053635645057,0.690385591980373,0.629473650691867,"HMGA1/NUP50",2
"R-HSA-180746","Nuclear import of Rev protein","2/274","33/11230",0.0606060606060606,2.48396372483964,1.3500480510135,0.192053635645057,0.690385591980373,0.629473650691867,"NPM1/NUP50",2
"R-HSA-180910","Vpr-mediated nuclear import of PICs","2/274","33/11230",0.0606060606060606,2.48396372483964,1.3500480510135,0.192053635645057,0.690385591980373,0.629473650691867,"HMGA1/NUP50",2
"R-HSA-192105","Synthesis of bile acids and bile salts","2/274","33/11230",0.0606060606060606,2.48396372483964,1.3500480510135,0.192053635645057,0.690385591980373,0.629473650691867,"SLC27A2/OSBPL1A",2
"R-HSA-1226099","Signaling by FGFR in disease","3/274","62/11230",0.0483870967741935,1.98316458676713,1.22759236782198,0.192452874314866,0.690385591980373,0.629473650691867,"PLCG1/SOS1/FGFR3",3
"R-HSA-8986944","Transcriptional Regulation by MECP2","3/274","62/11230",0.0483870967741935,1.98316458676713,1.22759236782198,0.192452874314866,0.690385591980373,0.629473650691867,"FKBP5/PTEN/CREB1",3
"R-HSA-9012999","RHO GTPase cycle","14/274","442/11230",0.0316742081447964,1.29818013673746,1.01143781303433,0.192649091538092,0.690385591980373,0.629473650691867,"DOCK10/PDE5A/SOS2/MCF2L/EFHD2/KIDINS220/VAV3/PHIP/MYO6/AKAP13/SOS1/LETM1/TMEM87A/SOWAHC",14
"R-HSA-2132295","MHC class II antigen presentation","5/274","126/11230",0.0396825396825397,1.62640481983548,1.11820247004703,0.194446746247394,0.691685104732428,0.630658508901045,"KIF5B/KLC2/OSBPL1A/CTSB/HLA-DQA1",5
"R-HSA-5173105","O-linked glycosylation","5/274","126/11230",0.0396825396825397,1.62640481983548,1.11820247004703,0.194446746247394,0.691685104732428,0.630658508901045,"LARGE1/GALNT10/SPON1/ADAMTS2/B4GAT1",5
"R-HSA-71387","Metabolism of carbohydrates and carbohydrate derivatives","10/274","299/11230",0.0334448160535117,1.37074921270415,1.02755646263566,0.195757031868961,0.693785951182643,0.632574000040955,"VCAN/PRELP/SHPK/MANBA/HEXB/NUP50/B4GAT1/TPI1/B3GALT2/PPP2R1B",10
"R-HSA-156842","Eukaryotic Translation Elongation","4/274","94/11230",0.0425531914893617,1.74405963658953,1.14558382224592,0.196909460504386,0.695313992403765,0.6339672239104,"EEF1D/RPLP2/RPS21/RPS28",4
"R-HSA-202433","Generation of second messenger molecules","2/274","34/11230",0.0588235294117647,2.41090596822671,1.30294443325062,0.200974705412191,0.70078114402218,0.638952014914305,"PLCG1/HLA-DQA1",2
"R-HSA-4791275","Signaling by WNT in cancer","2/274","34/11230",0.0588235294117647,2.41090596822671,1.30294443325062,0.200974705412191,0.70078114402218,0.638952014914305,"PPP2R5C/PPP2R1B",2
"R-HSA-8963899","Plasma lipoprotein remodeling","2/274","34/11230",0.0588235294117647,2.41090596822671,1.30294443325062,0.200974705412191,0.70078114402218,0.638952014914305,"LPL/CETP",2
"R-HSA-983705","Signaling by the B Cell Receptor (BCR)","4/274","96/11230",0.0416666666666667,1.70772506082725,1.10127148175253,0.207002285360347,0.70078114402218,0.638952014914305,"AHCYL1/TRPC1/CD22/SOS1",4
"R-HSA-9837999","Mitochondrial protein degradation","4/274","96/11230",0.0416666666666667,1.70772506082725,1.10127148175253,0.207002285360347,0.70078114402218,0.638952014914305,"BDH1/ALDH2/YME1L1/HADH",4
"R-HSA-1483206","Glycerophospholipid biosynthesis","5/274","129/11230",0.0387596899224806,1.58858145193233,1.06326173919003,0.207322936632085,0.70078114402218,0.638952014914305,"PCTP/PLBD1/HADHB/CPNE3/LPGAT1",5
"R-HSA-159230","Transport of the SLBP Dependant Mature mRNA","2/274","35/11230",0.0571428571428571,2.34202294056309,1.25748184464538,0.209942811036034,0.70078114402218,0.638952014914305,"NUP50/SLBP",2
"R-HSA-2514859","Inactivation, recovery and regulation of the phototransduction cascade","2/274","35/11230",0.0571428571428571,2.34202294056309,1.25748184464538,0.209942811036034,0.70078114402218,0.638952014914305,"NMT2/CAMKMT",2
"R-HSA-5619102","SLC transporter disorders","4/274","97/11230",0.0412371134020619,1.69011964782903,1.07950327729235,0.212104328444108,0.70078114402218,0.638952014914305,"SLC11A2/SLC6A2/NUP50/SLC7A7",4
"R-HSA-9013026","RHOB GTPase cycle","3/274","66/11230",0.0454545454545455,1.86297279362973,1.11193389401842,0.217723329498817,0.70078114402218,0.638952014914305,"MCF2L/AKAP13/SOWAHC",3
"R-HSA-112311","Neurotransmitter clearance","1/274","10/11230",0.1,4.0985401459854,1.55017421776159,0.218949480383044,0.70078114402218,0.638952014914305,"ALDH2",1
"R-HSA-1462054","Alpha-defensins","1/274","10/11230",0.1,4.0985401459854,1.55017421776159,0.218949480383044,0.70078114402218,0.638952014914305,"PRSS3",1
"R-HSA-2151209","Activation of PPARGC1A (PGC-1alpha) by phosphorylation","1/274","10/11230",0.1,4.0985401459854,1.55017421776159,0.218949480383044,0.70078114402218,0.638952014914305,"MAPK14",1
"R-HSA-2465910","MASTL Facilitates Mitotic Progression","1/274","10/11230",0.1,4.0985401459854,1.55017421776159,0.218949480383044,0.70078114402218,0.638952014914305,"PPP2R1B",1
"R-HSA-2470946","Cohesin Loading onto Chromatin","1/274","10/11230",0.1,4.0985401459854,1.55017421776159,0.218949480383044,0.70078114402218,0.638952014914305,"NIPBL",1
"R-HSA-442729","CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde","1/274","10/11230",0.1,4.0985401459854,1.55017421776159,0.218949480383044,0.70078114402218,0.638952014914305,"CREB1",1
"R-HSA-450341","Activation of the AP-1 family of transcription factors","1/274","10/11230",0.1,4.0985401459854,1.55017421776159,0.218949480383044,0.70078114402218,0.638952014914305,"MAPK14",1
"R-HSA-6807047","Cholesterol biosynthesis via desmosterol (Bloch pathway)","1/274","10/11230",0.1,4.0985401459854,1.55017421776159,0.218949480383044,0.70078114402218,0.638952014914305,"NSDHL",1
"R-HSA-74182","Ketone body metabolism","1/274","10/11230",0.1,4.0985401459854,1.55017421776159,0.218949480383044,0.70078114402218,0.638952014914305,"BDH1",1
"R-HSA-8866904","Negative regulation of activity of TFAP2 (AP-2) family transcription factors","1/274","10/11230",0.1,4.0985401459854,1.55017421776159,0.218949480383044,0.70078114402218,0.638952014914305,"WWOX",1
"R-HSA-8963901","Chylomicron remodeling","1/274","10/11230",0.1,4.0985401459854,1.55017421776159,0.218949480383044,0.70078114402218,0.638952014914305,"LPL",1
"R-HSA-8964058","HDL remodeling","1/274","10/11230",0.1,4.0985401459854,1.55017421776159,0.218949480383044,0.70078114402218,0.638952014914305,"CETP",1
"R-HSA-9702518","STAT5 activation downstream of FLT3 ITD mutants","1/274","10/11230",0.1,4.0985401459854,1.55017421776159,0.218949480383044,0.70078114402218,0.638952014914305,"FLT3",1
"R-HSA-9706019","RHOBTB3 ATPase cycle","1/274","10/11230",0.1,4.0985401459854,1.55017421776159,0.218949480383044,0.70078114402218,0.638952014914305,"RAB9A",1
"R-HSA-9758881","Uptake of dietary cobalamins into enterocytes","1/274","10/11230",0.1,4.0985401459854,1.55017421776159,0.218949480383044,0.70078114402218,0.638952014914305,"PRSS3",1
"R-HSA-9836573","Mitochondrial RNA degradation","1/274","10/11230",0.1,4.0985401459854,1.55017421776159,0.218949480383044,0.70078114402218,0.638952014914305,"GRSF1",1
"R-HSA-177243","Interactions of Rev with host cellular proteins","2/274","36/11230",0.0555555555555556,2.27696674776967,1.21355090373202,0.218950381696578,0.70078114402218,0.638952014914305,"NPM1/NUP50",2
"R-HSA-2514856","The phototransduction cascade","2/274","36/11230",0.0555555555555556,2.27696674776967,1.21355090373202,0.218950381696578,0.70078114402218,0.638952014914305,"NMT2/CAMKMT",2
"R-HSA-9679506","SARS-CoV Infections","13/274","417/11230",0.0311750599520384,1.27772234766931,0.913956580984643,0.219539321052592,0.70078114402218,0.638952014914305,"SAP30/HLA-G/HLA-C/NPM1/FXYD2/RIPK2/NUP50/MBD3/RPS21/SOS1/ARID4B/RPS28/PARP4",13
"R-HSA-5576891","Cardiac conduction","5/274","132/11230",0.0378787878787879,1.55247732802477,1.00971515917353,0.220471188213822,0.701433087254535,0.639546437931357,"FXYD2/AHCYL1/TRPC1/ATP2A2/KCNE1",5
"R-HSA-1793185","Chondroitin sulfate/dermatan sulfate metabolism","2/274","37/11230",0.0540540540540541,2.21542710593806,1.17105242636688,0.227990185477075,0.715895457272561,0.652732809371685,"VCAN/HEXB",2
"R-HSA-5083635","Defective B3GALTL causes PpS","2/274","37/11230",0.0540540540540541,2.21542710593806,1.17105242636688,0.227990185477075,0.715895457272561,0.652732809371685,"SPON1/ADAMTS2",2
"R-HSA-5655302","Signaling by FGFR1 in disease","2/274","37/11230",0.0540540540540541,2.21542710593806,1.17105242636688,0.227990185477075,0.715895457272561,0.652732809371685,"PLCG1/SOS1",2
"R-HSA-9735869","SARS-CoV-1 modulates host translation machinery","2/274","37/11230",0.0540540540540541,2.21542710593806,1.17105242636688,0.227990185477075,0.715895457272561,0.652732809371685,"RPS21/RPS28",2
"R-HSA-5173214","O-glycosylation of TSR domain-containing proteins","2/274","38/11230",0.0526315789473684,2.1571263926239,1.12989622463925,0.237055317435075,0.715895457272561,0.652732809371685,"SPON1/ADAMTS2",2
"R-HSA-8864260","Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors","2/274","38/11230",0.0526315789473684,2.1571263926239,1.12989622463925,0.237055317435075,0.715895457272561,0.652732809371685,"NPM1/WWOX",2
"R-HSA-2197563","NOTCH2 intracellular domain regulates transcription","1/274","11/11230",0.0909090909090909,3.72594558725946,1.43039591678651,0.238023263125917,0.715895457272561,0.652732809371685,"CREB1",1
"R-HSA-2586552","Signaling by Leptin","1/274","11/11230",0.0909090909090909,3.72594558725946,1.43039591678651,0.238023263125917,0.715895457272561,0.652732809371685,"IRS2",1
"R-HSA-390247","Beta-oxidation of very long chain fatty acids","1/274","11/11230",0.0909090909090909,3.72594558725946,1.43039591678651,0.238023263125917,0.715895457272561,0.652732809371685,"SLC27A2",1
"R-HSA-6787450","tRNA modification in the mitochondrion","1/274","11/11230",0.0909090909090909,3.72594558725946,1.43039591678651,0.238023263125917,0.715895457272561,0.652732809371685,"PUS1",1
"R-HSA-77588","SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs","1/274","11/11230",0.0909090909090909,3.72594558725946,1.43039591678651,0.238023263125917,0.715895457272561,0.652732809371685,"SLBP",1
"R-HSA-8851805","MET activates RAS signaling","1/274","11/11230",0.0909090909090909,3.72594558725946,1.43039591678651,0.238023263125917,0.715895457272561,0.652732809371685,"SOS1",1
"R-HSA-9028731","Activated NTRK2 signals through FRS2 and FRS3","1/274","11/11230",0.0909090909090909,3.72594558725946,1.43039591678651,0.238023263125917,0.715895457272561,0.652732809371685,"SOS1",1
"R-HSA-9634285","Constitutive Signaling by Overexpressed ERBB2","1/274","11/11230",0.0909090909090909,3.72594558725946,1.43039591678651,0.238023263125917,0.715895457272561,0.652732809371685,"SOS1",1
"R-HSA-9683610","Maturation of nucleoprotein","1/274","11/11230",0.0909090909090909,3.72594558725946,1.43039591678651,0.238023263125917,0.715895457272561,0.652732809371685,"PARP4",1
"R-HSA-9762292","Regulation of CDH11 function","1/274","11/11230",0.0909090909090909,3.72594558725946,1.43039591678651,0.238023263125917,0.715895457272561,0.652732809371685,"CTNNA1",1
"R-HSA-202403","TCR signaling","4/274","102/11230",0.0392156862745098,1.60727064548447,0.974302072659855,0.238112721798188,0.715895457272561,0.652732809371685,"RIPK2/PTEN/PLCG1/HLA-DQA1",4
"R-HSA-168273","Influenza Viral RNA Transcription and Replication","5/274","136/11230",0.0367647058823529,1.50681623014169,0.940363357900341,0.238384275710054,0.715895457272561,0.652732809371685,"GRSF1/RPLP2/NUP50/RPS21/RPS28",5
"R-HSA-4551638","SUMOylation of chromatin organization proteins","3/274","70/11230",0.0428571428571429,1.75651720542231,1.00405046784757,0.243629597430582,0.717286243813003,0.654000888385955,"CBX5/SATB2/NUP50",3
"R-HSA-9725554","Differentiation of Keratinocytes in Interfollicular Epidermis in Mammalian Skin","2/274","39/11230",0.0512820512820513,2.10181545947969,1.09000007496374,0.246139188050406,0.717286243813003,0.654000888385955,"AQP3/PRSS3",2
"R-HSA-9824439","Bacterial Infection Pathways","4/274","104/11230",0.0384615384615385,1.57636159460977,0.933817453031252,0.248721605447385,0.717286243813003,0.654000888385955,"MAP2K7/MAP2K6/HBA2/COL4A1",4
"R-HSA-212165","Epigenetic regulation of gene expression","10/274","319/11230",0.0313479623824451,1.28480882319292,0.816086725220232,0.252856157879556,0.717286243813003,0.654000888385955,"CBX5/ZNF669/SAP30/MED6/LPL/EZH1/BCL7A/PHF20L1/MBD3/ARID4B",10
"R-HSA-9640148","Infection with Enterobacteria","2/274","40/11230",0.05,2.0492700729927,1.0512888278338,0.255235512038911,0.717286243813003,0.654000888385955,"HBA2/COL4A1",2
"R-HSA-111932","CaMK IV-mediated phosphorylation of CREB","1/274","12/11230",0.0833333333333333,3.4154501216545,1.32388660974903,0.256632909788142,0.717286243813003,0.654000888385955,"CREB1",1
"R-HSA-1433617","Regulation of signaling by NODAL","1/274","12/11230",0.0833333333333333,3.4154501216545,1.32388660974903,0.256632909788142,0.717286243813003,0.654000888385955,"ACVR1B",1
"R-HSA-1839130","Signaling by activated point mutants of FGFR3","1/274","12/11230",0.0833333333333333,3.4154501216545,1.32388660974903,0.256632909788142,0.717286243813003,0.654000888385955,"FGFR3",1
"R-HSA-190873","Gap junction degradation","1/274","12/11230",0.0833333333333333,3.4154501216545,1.32388660974903,0.256632909788142,0.717286243813003,0.654000888385955,"MYO6",1
"R-HSA-2022923","DS-GAG biosynthesis","1/274","12/11230",0.0833333333333333,3.4154501216545,1.32388660974903,0.256632909788142,0.717286243813003,0.654000888385955,"VCAN",1
"R-HSA-2033514","FGFR3 mutant receptor activation","1/274","12/11230",0.0833333333333333,3.4154501216545,1.32388660974903,0.256632909788142,0.717286243813003,0.654000888385955,"FGFR3",1
"R-HSA-209543","p75NTR recruits signalling complexes","1/274","12/11230",0.0833333333333333,3.4154501216545,1.32388660974903,0.256632909788142,0.717286243813003,0.654000888385955,"RIPK2",1
"R-HSA-210990","PECAM1 interactions","1/274","12/11230",0.0833333333333333,3.4154501216545,1.32388660974903,0.256632909788142,0.717286243813003,0.654000888385955,"PLCG1",1
"R-HSA-70635","Urea cycle","1/274","12/11230",0.0833333333333333,3.4154501216545,1.32388660974903,0.256632909788142,0.717286243813003,0.654000888385955,"ASS1",1
"R-HSA-71384","Ethanol oxidation","1/274","12/11230",0.0833333333333333,3.4154501216545,1.32388660974903,0.256632909788142,0.717286243813003,0.654000888385955,"ALDH2",1
"R-HSA-8851680","Butyrophilin (BTN) family interactions","1/274","12/11230",0.0833333333333333,3.4154501216545,1.32388660974903,0.256632909788142,0.717286243813003,0.654000888385955,"BTN3A2",1
"R-HSA-8866907","Activation of the TFAP2 (AP-2) family of transcription factors","1/274","12/11230",0.0833333333333333,3.4154501216545,1.32388660974903,0.256632909788142,0.717286243813003,0.654000888385955,"WWOX",1
"R-HSA-9027276","Erythropoietin activates Phosphoinositide-3-kinase (PI3K)","1/274","12/11230",0.0833333333333333,3.4154501216545,1.32388660974903,0.256632909788142,0.717286243813003,0.654000888385955,"IRS2",1
"R-HSA-9634600","Regulation of glycolysis by fructose 2,6-bisphosphate metabolism","1/274","12/11230",0.0833333333333333,3.4154501216545,1.32388660974903,0.256632909788142,0.717286243813003,0.654000888385955,"PPP2R1B",1
"R-HSA-9673767","Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants","1/274","12/11230",0.0833333333333333,3.4154501216545,1.32388660974903,0.256632909788142,0.717286243813003,0.654000888385955,"SOS1",1
"R-HSA-9673770","Signaling by PDGFRA extracellular domain mutants","1/274","12/11230",0.0833333333333333,3.4154501216545,1.32388660974903,0.256632909788142,0.717286243813003,0.654000888385955,"SOS1",1
"R-HSA-9931521","The CRY:PER:kinase complex represses transactivation by the BMAL:CLOCK (ARNTL:CLOCK) complex","1/274","12/11230",0.0833333333333333,3.4154501216545,1.32388660974903,0.256632909788142,0.717286243813003,0.654000888385955,"NPAS2",1
"R-HSA-199992","trans-Golgi Network Vesicle Budding","3/274","72/11230",0.0416666666666667,1.70772506082725,0.95270282856072,0.256766374097625,0.717286243813003,0.654000888385955,"CTSZ/HIP1R/SORT1",3
"R-HSA-70171","Glycolysis","3/274","72/11230",0.0416666666666667,1.70772506082725,0.95270282856072,0.256766374097625,0.717286243813003,0.654000888385955,"NUP50/TPI1/PPP2R1B",3
"R-HSA-1483257","Phospholipid metabolism","7/274","212/11230",0.0330188679245283,1.35329155763669,0.82123909646251,0.260656471131968,0.717286243813003,0.654000888385955,"PCTP/PLBD1/PIK3C2B/HADHB/CPNE3/PTEN/LPGAT1",7
"R-HSA-1169408","ISG15 antiviral mechanism","3/274","73/11230",0.0410958904109589,1.68433156684332,0.927628530820037,0.263371488225997,0.717286243813003,0.654000888385955,"NUP50/ARIH1/PLCG1",3
"R-HSA-9013408","RHOG GTPase cycle","3/274","73/11230",0.0410958904109589,1.68433156684332,0.927628530820037,0.263371488225997,0.717286243813003,0.654000888385955,"MCF2L/VAV3/LETM1",3
"R-HSA-5654743","Signaling by FGFR4","2/274","41/11230",0.0487804878048781,1.99928787609044,1.01369363676218,0.264338297521049,0.717286243813003,0.654000888385955,"PLCG1/SOS1",2
"R-HSA-2672351","Stimuli-sensing channels","4/274","107/11230",0.0373831775700935,1.53216454055529,0.874674899600146,0.264819457205794,0.717286243813003,0.654000888385955,"TSC22D3/TRPC1/TRPC4/TRPC5",4
"R-HSA-428157","Sphingolipid metabolism","4/274","107/11230",0.0373831775700935,1.53216454055529,0.874674899600146,0.264819457205794,0.717286243813003,0.654000888385955,"SPTLC2/SMPD1/HEXB/STS",4
"R-HSA-159236","Transport of Mature mRNA derived from an Intron-Containing Transcript","3/274","74/11230",0.0405405405405405,1.66157032945354,0.90293697383788,0.269997706447245,0.717286243813003,0.654000888385955,"RBM8A/U2AF2/NUP50",3
